source_file,tenor_years,series_kind,pixel_x,tp
inputs/tp_10y_book.png,10,tp,601,4.083293269230769
inputs/tp_10y_book.png,10,tp,602,4.045072115384615
inputs/tp_10y_book.png,10,tp,603,4.013221153846153
inputs/tp_10y_book.png,10,tp,604,3.9813701923076925
inputs/tp_10y_book.png,10,tp,605,3.9749999999999996
inputs/tp_10y_book.png,10,tp,606,4.013221153846153
inputs/tp_10y_book.png,10,tp,607,4.0578125
inputs/tp_10y_book.png,10,tp,608,4.0960336538461535
inputs/tp_10y_book.png,10,tp,609,4.121514423076922
inputs/tp_10y_book.png,10,tp,610,4.153365384615385
inputs/tp_10y_book.png,10,tp,611,4.172475961538462
inputs/tp_10y_book.png,10,tp,612,4.1979567307692305
inputs/tp_10y_book.png,10,tp,613,4.2234375
inputs/tp_10y_book.png,10,tp,614,4.242548076923077
inputs/tp_10y_book.png,10,tp,615,4.248918269230769
inputs/tp_10y_book.png,10,tp,616,4.255288461538462
inputs/tp_10y_book.png,10,tp,617,4.255288461538462
inputs/tp_10y_book.png,10,tp,618,4.255288461538462
inputs/tp_10y_book.png,10,tp,619,4.255288461538462
inputs/tp_10y_book.png,10,tp,620,4.248918269230769
inputs/tp_10y_book.png,10,tp,621,4.242548076923077
inputs/tp_10y_book.png,10,tp,622,4.236177884615384
inputs/tp_10y_book.png,10,tp,623,4.229807692307692
inputs/tp_10y_book.png,10,tp,624,4.2234375
